año,trimestre,tipo_construccion,estado_constructivo,estrato,ampliacion,licencia,area_zonas_comunes,area_uni_parqueaderos,cantidad_parqueaderos,precio_unitario_parqueadero,sistema_constructivo,mano_obra_permanente,mano_obra_temporal,mano_obra_noremunerada,area_vendible,numero_destinaciones,numero_destinaciones_vendidas,numero_destinaciones_inventario,numero_edificaciones,numero_pisos,precio_metro2_miles,area_total_construida,area_uni_destino,rango_precios_vivienda,usa_concreto_mezcla,usa_concreto_premezcla,unidad_destinaciones_vip,unidad_destinaciones_vis,unidad_destinaciones_novis,precio_mts_millones
2019,2,locales,3,3,Nueva,sin licencia,0,NA,NA,NA,sistema aporticado,0,0,0,160,1,0,0,0,2,3150,160,160,más de 350 smmlv,NA,NA,NA,NA,NA,3150000
2019,2,apartamentos,3,3,Nueva,sin licencia,22,NA,NA,NA,sistema aporticado,0,0,0,198,3,0,0,1,3,2850,220,66,151 - 350 smmlv,NA,NA,NA,NA,3,2850000
2019,2,apartamentos,3,3,Nueva,con licencia,25,NA,NA,NA,sistema aporticado,0,0,0,285,3,0,0,1,3,2850,310,95,151 - 350 smmlv,NA,NA,NA,NA,3,2850000
2019,2,locales,1,3,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,0,5,0,44,1,0,0,0,1,2000,44,44,más de 350 smmlv,usa,no usa,NA,NA,NA,2000000
2019,2,apartamentos,1,3,Nueva,con licencia,25,NA,NA,NA,sistema aporticado,0,5,0,351,4,0,0,1,4,1800,376,87,151 - 350 smmlv,usa,no usa,NA,NA,4,1800000
2019,2,apartamentos,1,4,Nueva,con licencia,3407,15,138,20000,sistema aporticado,8,55,0,8864,75,2,4,1,15,4200,12271,118,más de 350 smmlv,NA,NA,NA,NA,75,4200000
2019,2,apartamentos,1,4,Nueva,con licencia,4060,16,106,20000,sistema aporticado,21,105,0,9023,84,2,11,1,14,4400,13083,107,más de 350 smmlv,usa,usa,NA,NA,84,4400000
2019,2,casas,3,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,0,0,550,1,0,0,1,2,3601,550,550,más de 350 smmlv,NA,NA,NA,NA,1,3601000
2019,2,casas,1,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,20,0,351,1,0,0,1,2,4050,351,351,más de 350 smmlv,usa,no usa,NA,NA,1,4050000
2019,2,otros,1,5,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,15,170,0,4000,1,0,0,1,2,3050,4000,4000,más de 350 smmlv,usa,no usa,NA,NA,NA,3050000
2019,2,casas,1,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,2,21,0,450,1,0,0,1,2,3850,450,450,más de 350 smmlv,usa,no usa,NA,NA,1,3850000
2019,2,casas,3,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,0,0,250,1,0,0,1,2,3850,250,250,más de 350 smmlv,NA,NA,NA,NA,1,3850000
2019,2,casas,2,6,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,0,0,0,267,1,0,0,1,1,4000,267,267,más de 350 smmlv,NA,NA,NA,NA,1,4000000
2019,2,apartamentos,1,6,Nueva,sin licencia,2555,NA,NA,NA,sistema aporticado,10,117,0,9145,62,2,14,1,4,6310,11700,147,más de 350 smmlv,usa,usa,NA,NA,62,6310000
2019,2,otros,1,6,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,85,295,0,330,1,0,0,1,1,2050,330,330,más de 350 smmlv,usa,usa,NA,NA,NA,2050000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,85,295,0,960,2,0,0,2,2,5810,960,480,más de 350 smmlv,usa,usa,NA,NA,2,5810000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,85,295,0,820,2,0,0,2,2,5810,820,410,más de 350 smmlv,usa,usa,NA,NA,2,5810000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,85,295,0,398,1,0,0,1,2,5810,398,398,más de 350 smmlv,usa,usa,NA,NA,1,5810000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,85,295,0,416,1,0,0,1,1,5810,416,416,más de 350 smmlv,usa,usa,NA,NA,1,5810000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,85,295,0,960,2,0,0,2,2,5810,960,480,más de 350 smmlv,usa,usa,NA,NA,2,5810000
2019,2,apartamentos,3,4,Nueva,sin licencia,105,NA,NA,NA,sistema aporticado,0,0,0,865,6,0,0,1,5,4000,970,144,más de 350 smmlv,NA,NA,NA,NA,6,4000000
2019,2,apartamentos,3,3,Nueva,sin licencia,175,NA,NA,NA,sistema aporticado,0,0,0,1085,7,0,0,1,7,2500,1260,155,más de 350 smmlv,NA,NA,NA,NA,7,2500000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,0,6,0,440,1,0,0,1,2,4000,440,440,más de 350 smmlv,usa,no usa,NA,NA,1,4000000
2019,2,casas,3,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,0,0,0,278,1,0,0,1,1,4000,278,278,más de 350 smmlv,NA,NA,NA,NA,1,4000000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,0,12,0,480,1,0,0,1,2,4001,480,480,más de 350 smmlv,usa,no usa,NA,NA,1,4001000
2019,2,casas,1,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,13,0,380,1,0,0,1,1,4000,380,380,más de 350 smmlv,usa,no usa,NA,NA,1,4000000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,0,10,0,429,1,0,0,1,2,4050,429,429,más de 350 smmlv,usa,no usa,NA,NA,1,4050000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,estructura metalica,6,18,0,345,1,0,0,1,2,4000,345,345,más de 350 smmlv,usa,no usa,NA,NA,1,4000000
2019,2,apartamentos,1,5,Nueva,con licencia,12033,15,335,20000,sistema aporticado,45,395,0,34225,160,0,6,1,16,4660,46258,173,más de 350 smmlv,usa,no usa,NA,NA,160,4660000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,0,25,0,495,1,0,0,1,1,4050,495,495,más de 350 smmlv,usa,no usa,NA,NA,1,4050000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,85,295,0,401,1,0,0,1,2,4000,401,401,más de 350 smmlv,usa,usa,NA,NA,1,4000000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria estructural,85,295,0,421,1,0,0,1,2,4000,421,421,más de 350 smmlv,usa,usa,NA,NA,1,4000000
2019,2,casas,2,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,0,0,0,150,1,0,0,1,2,4500,150,150,más de 350 smmlv,usa,usa,NA,NA,1,4500000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,11,120,0,489,1,0,0,1,2,4500,489,489,más de 350 smmlv,usa,usa,NA,NA,1,4500000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,10,15,0,363,1,0,0,1,2,4850,363,363,más de 350 smmlv,usa,no usa,NA,NA,1,4850000
2019,2,casas,3,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,0,0,0,351,1,0,0,1,2,4000,351,351,más de 350 smmlv,NA,NA,NA,NA,1,4000000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria estructural,0,12,0,636,1,0,0,1,3,4000,636,636,más de 350 smmlv,usa,no usa,NA,NA,1,4000000
2019,2,casas,3,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,0,0,0,450,1,0,0,1,2,4050,450,450,más de 350 smmlv,NA,NA,NA,NA,1,4050000
2019,2,apartamentos,1,5,Nueva,con licencia,1546,NA,NA,NA,sistema aporticado,12,150,0,11390,80,4,28,1,16,4863.75,12936,142,más de 350 smmlv,usa,no usa,NA,NA,80,4863750
2019,2,apartamentos,2,2,ampliacion,con licencia,30,NA,NA,NA,sistema aporticado,0,0,0,333,3,0,0,1,4,2000,363,111,151 - 350 smmlv,NA,NA,NA,NA,3,2000000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,30,110,0,1090,5,0,0,5,2,6200,1090,218,más de 350 smmlv,usa,usa,NA,NA,5,6200000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,30,110,0,1090,5,0,0,5,2,6250,1090,218,más de 350 smmlv,usa,usa,NA,NA,5,6250000
2019,2,casas,3,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,0,0,0,400,1,0,0,1,1,4001,400,400,más de 350 smmlv,NA,NA,NA,NA,1,4001000
2019,2,casas,3,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,0,0,0,378,1,0,0,1,2,4050,378,378,más de 350 smmlv,NA,NA,NA,NA,1,4050000
2019,2,otros,1,3,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,10,90,0,9154,1,0,0,1,7,2510,9154,9154,más de 350 smmlv,usa,usa,NA,NA,NA,2510000
2019,2,otros,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria estructural,8,30,0,4763,1,0,0,1,3,1797,4763,4763,más de 350 smmlv,usa,no usa,NA,NA,NA,1797000
2019,2,apartamentos,2,3,Nueva,sin licencia,45,NA,NA,NA,sistema aporticado,0,0,0,525,5,0,0,1,5,2200,570,105,151 - 350 smmlv,NA,NA,NA,NA,5,2200000
2019,2,apartamentos,1,3,Nueva,con licencia,35.19,13,7,20000,mamposteria estructural,0,12,0,649.81,7,0,2,1,4,3308.5714286,685,79,más de 350 smmlv,usa,no usa,NA,NA,7,3308571.4286
2019,2,locales,1,3,Nueva,con licencia,0,NA,NA,NA,mamposteria estructural,0,12,0,65,2,0,1,1,1,5000,65,32,más de 350 smmlv,usa,no usa,NA,NA,NA,5000000
2019,2,otros,1,2,Nueva,sin licencia,0,NA,NA,NA,sistema aporticado,6,18,0,282,1,0,0,1,3,1850,282,282,más de 350 smmlv,usa,no usa,NA,NA,NA,1850000
2019,2,apartamentos,1,3,Nueva,con licencia,250,13,7,20000,sistema aporticado,0,5,0,1256,8,0,3,1,7,3500,1506,143,más de 350 smmlv,usa,no usa,NA,NA,8,3500000
2019,2,locales,1,3,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,0,12,0,50,1,0,0,1,1,4950,50,50,más de 350 smmlv,usa,no usa,NA,NA,NA,4950000
2019,2,apartamentos,1,3,Nueva,con licencia,85,12,4,20000,sistema aporticado,0,12,0,530,4,1,0,1,5,3075,615,120,más de 350 smmlv,usa,no usa,NA,NA,4,3075000
2019,2,apartamentos,1,4,Nueva,con licencia,155,12,7,20000,sistema aporticado,0,8,0,854,6,1,5,1,7,2750,1009,125,más de 350 smmlv,usa,no usa,NA,NA,6,2750000
2019,2,apartamentos,1,3,Nueva,con licencia,180,15,5,20000,sistema aporticado,0,6,0,595,4,0,3,1,4,3150,775,125,más de 350 smmlv,usa,no usa,NA,NA,4,3150000
2019,2,oficinas,1,3,Nueva,con licencia,16,NA,NA,NA,sistema aporticado,0,6,0,122,6,0,4,1,1,5550,138,20,más de 350 smmlv,usa,no usa,NA,NA,NA,5550000
2019,2,locales,1,3,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,0,6,0,172,1,0,1,1,1,6000,172,172,más de 350 smmlv,usa,no usa,NA,NA,NA,6000000
2019,2,apartamentos,1,3,Nueva,con licencia,180,12,6,25000,sistema aporticado,0,8,0,888,9,1,0,1,7,3404.4444444,1068,87,más de 350 smmlv,usa,no usa,NA,NA,9,3404444.4444
2019,2,locales,1,3,Nueva,sin licencia,0,NA,NA,NA,sistema aporticado,0,7,0,80,2,0,0,1,1,3520,80,40,más de 350 smmlv,usa,no usa,NA,NA,NA,3520000
2019,2,apartamentos,1,3,Nueva,sin licencia,25,NA,NA,NA,sistema aporticado,0,7,0,260,4,0,4,1,4,2800,285,65,151 - 350 smmlv,usa,no usa,NA,NA,4,2800000
2019,2,apartamentos,1,5,Nueva,con licencia,3011,14,128,20000,sistema aporticado,36,230,0,10917,64,0,0,1,16,5084.6875,13928,137,más de 350 smmlv,usa,no usa,NA,NA,64,5084687.5
2019,2,otros,1,3,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,9,17,0,835,1,0,0,1,4,1800,835,835,más de 350 smmlv,usa,no usa,NA,NA,NA,1800000
2019,2,apartamentos,2,3,Nueva,con licencia,28,NA,NA,NA,sistema aporticado,0,0,0,315,3,0,0,1,3,2850,343,105,más de 350 smmlv,NA,NA,NA,NA,3,2850000
2019,2,apartamentos,1,5,Nueva,con licencia,2674,15,165,25000,sistema aporticado,11,153,0,9146,59,0,6,1,15,5324.5762712,11820,110,más de 350 smmlv,usa,usa,NA,NA,59,5324576.271199999
2019,2,apartamentos,1,5,Nueva,con licencia,8195,15,190,22000,sistema aporticado,25,180,0,20549,137,3,15,1,16,4160.9489051,28744,127,más de 350 smmlv,usa,no usa,NA,NA,137,4160948.9051
2019,2,apartamentos,1,5,Nueva,con licencia,5004,15,175,20000,sistema aporticado,12,186,0,9425,64,4,11,1,16,4674,14429,95,más de 350 smmlv,usa,usa,NA,NA,64,4674000
2019,2,casas,2,6,Nueva,sin licencia,0,NA,NA,NA,sistema aporticado,0,0,0,400,1,0,0,1,2,4010,400,400,más de 350 smmlv,NA,NA,NA,NA,1,4010000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,0,7,0,220,1,0,0,1,2,3310,220,220,más de 350 smmlv,usa,no usa,NA,NA,1,3310000
2019,2,casas,1,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,18,0,570,1,0,0,1,2,5500,570,570,más de 350 smmlv,usa,no usa,NA,NA,1,5500000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,0,8,0,556,1,0,0,1,2,5510,556,556,más de 350 smmlv,usa,usa,NA,NA,1,5510000
2019,2,casas,1,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,6,14,0,240,1,0,0,1,2,5500,240,240,más de 350 smmlv,usa,no usa,NA,NA,1,5500000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,0,15,0,250,1,0,0,1,2,3800,250,250,más de 350 smmlv,usa,no usa,NA,NA,1,3800000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,1,19,0,390,1,0,0,1,2,3800,390,390,más de 350 smmlv,usa,no usa,NA,NA,1,3800000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,4,36,0,1152,1,0,0,1,2,4550,1152,1152,más de 350 smmlv,usa,no usa,NA,NA,1,4550000
2019,2,casas,1,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,4,9,0,220,1,0,0,1,2,4000,220,220,más de 350 smmlv,usa,no usa,NA,NA,1,4000000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,0,14,0,370,1,0,0,1,2,3800,370,370,más de 350 smmlv,usa,no usa,NA,NA,1,3800000
2019,2,casas,1,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,11,120,0,165,1,0,0,1,2,4300,165,165,más de 350 smmlv,usa,usa,NA,NA,1,4300000
2019,2,casas,1,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,11,120,0,350,1,0,0,1,1,4300,350,350,más de 350 smmlv,usa,usa,NA,NA,1,4300000
2019,2,apartamentos,1,5,Nueva,con licencia,3267,13,102,20000,sistema aporticado,11,104,0,11212,90,5,15,1,17,4928.4888889,14479,109,más de 350 smmlv,usa,no usa,NA,NA,90,4928488.888900001
2019,2,casas,3,6,Nueva,con licencia,0,NA,NA,NA,estructura metalica,0,0,0,429,1,0,0,1,2,3800,429,429,más de 350 smmlv,NA,NA,NA,NA,1,3800000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,30,110,0,1088,4,0,0,4,2,6250,1088,272,más de 350 smmlv,usa,usa,NA,NA,4,6250000
2019,2,casas,1,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,2,14,0,472,1,0,0,1,3,4000,472,472,más de 350 smmlv,usa,no usa,NA,NA,1,4000000
2019,2,apartamentos,1,5,Nueva,con licencia,1007,13,71,25000,sistema aporticado,13,93,0,6795,64,1,18,1,16,5877.5,7802,91,más de 350 smmlv,usa,usa,NA,NA,64,5877500
2019,2,locales,1,3,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,0,10,0,80,1,0,1,1,1,4500,80,80,más de 350 smmlv,usa,no usa,NA,NA,NA,4500000
2019,2,apartamentos,1,3,Nueva,con licencia,15,NA,NA,NA,sistema aporticado,0,10,0,240,3,3,0,1,3,2750,255,80,151 - 350 smmlv,usa,no usa,NA,NA,3,2750000
2019,2,casas,1,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,12,0,420,1,0,0,1,2,3800,420,420,más de 350 smmlv,usa,no usa,NA,NA,1,3800000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria estructural,0,14,0,650,1,0,0,1,2,4000,650,650,más de 350 smmlv,usa,no usa,NA,NA,1,4000000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,85,295,0,438,1,0,0,1,2,5810,438,438,más de 350 smmlv,usa,usa,NA,NA,1,5810000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria estructural,85,295,0,800,2,0,0,2,2,5810,800,400,más de 350 smmlv,usa,usa,NA,NA,2,5810000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,85,295,0,400,1,0,0,1,2,5810,400,400,más de 350 smmlv,usa,usa,NA,NA,1,5810000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,85,295,0,442,1,0,0,1,2,5810,442,442,más de 350 smmlv,usa,usa,NA,NA,1,5810000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,85,295,0,390,1,0,0,1,2,5810,390,390,más de 350 smmlv,usa,usa,NA,NA,1,5810000
2019,2,casas,1,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria estructural,7,11,0,334,1,0,0,1,1,4000,334,334,más de 350 smmlv,usa,no usa,NA,NA,1,4000000
2019,2,apartamentos,1,5,Nueva,con licencia,2158,NA,NA,NA,sistema aporticado,15,112,0,7152,80,0,9,1,16,5399.4,9310,89,más de 350 smmlv,usa,usa,NA,NA,80,5399400
2019,2,otros,3,6,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,0,0,0,300,1,0,0,1,1,2710,300,300,más de 350 smmlv,NA,NA,NA,NA,NA,2710000
2019,2,apartamentos,1,4,Nueva,con licencia,300,13,8,20000,sistema aporticado,15,3,0,780,8,0,0,1,7,3800,1080,84,más de 350 smmlv,usa,usa,NA,NA,8,3800000
2019,2,casas,2,6,Nueva,con licencia,0,NA,NA,NA,mamposteria estructural,0,0,0,230,1,0,0,1,2,4000,230,230,más de 350 smmlv,usa,no usa,NA,NA,1,4000000
2019,2,apartamentos,1,5,Nueva,con licencia,4308,14,86,20000,sistema aporticado,36,230,0,9620,64,0,7,1,16,5600,13928,127,más de 350 smmlv,usa,no usa,NA,NA,64,5600000
2019,2,apartamentos,1,2,Nueva,con licencia,1134,NA,NA,NA,sistema aporticado,4,92,0,7560,135,0,0,1,16,1100,8694,56,91 - 110 smmlv,usa,no usa,NA,135,NA,1100000
2019,2,bodegas,3,4,Nueva,con licencia,0,NA,NA,NA,estructura metalica,0,0,0,590,1,0,0,1,2,1000,590,590,más de 350 smmlv,NA,NA,NA,NA,NA,1000000
2019,2,locales,1,4,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,0,6,0,42,1,0,0,1,1,3000,42,42,más de 350 smmlv,usa,no usa,NA,NA,NA,3000000
2019,2,apartamentos,1,4,Nueva,con licencia,90,NA,NA,NA,sistema aporticado,0,6,0,390,4,0,0,1,5,2500,480,97,151 - 350 smmlv,usa,no usa,NA,NA,4,2500000
2019,2,apartamentos,1,4,Nueva,con licencia,199,12,5,20000,sistema aporticado,2,15,0,569,5,0,2,1,3,2960,768,101,más de 350 smmlv,usa,no usa,NA,NA,5,2960000
2019,2,locales,1,4,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,2,15,0,84,3,0,0,1,1,3200,84,28,más de 350 smmlv,usa,no usa,NA,NA,NA,3200000
2019,2,apartamentos,1,4,Nueva,con licencia,2088,NA,NA,NA,sistema industrial,44,100,0,7800,120,0,4,1,17,4200,9888,65,151 - 350 smmlv,usa,usa,NA,NA,120,4200000
2019,2,apartamentos,1,4,Nueva,con licencia,2465,NA,NA,NA,sistema industrial,44,100,0,8060,124,0,0,1,16,4100,10525,65,151 - 350 smmlv,usa,usa,NA,NA,124,4100000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria estructural,3,22,0,291,1,0,0,1,2,5000,291,291,más de 350 smmlv,usa,no usa,NA,NA,1,5000000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,0,14,0,419,1,0,0,1,2,5000,419,419,más de 350 smmlv,usa,no usa,NA,NA,1,5000000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,0,6,0,150,1,0,0,1,2,4500,150,150,más de 350 smmlv,usa,no usa,NA,NA,1,4500000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,11,120,0,387,1,0,0,1,2,6000,387,387,más de 350 smmlv,usa,usa,NA,NA,1,6000000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,11,120,0,387,1,0,0,1,2,6000,387,387,más de 350 smmlv,usa,usa,NA,NA,1,6000000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,0,6,0,480,1,0,0,1,2,5000,480,480,más de 350 smmlv,usa,no usa,NA,NA,1,5000000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,85,295,0,400,1,0,0,1,3,5810,400,400,más de 350 smmlv,usa,usa,NA,NA,1,5810000
2019,2,casas,1,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,8,0,330,1,0,0,1,1,5000,330,330,más de 350 smmlv,usa,no usa,NA,NA,1,5000000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria estructural,6,20,0,380,1,0,0,1,1,4500,380,380,más de 350 smmlv,usa,no usa,NA,NA,1,4500000
2019,2,locales,1,3,Nueva,sin licencia,0,NA,NA,NA,sistema aporticado,0,5,0,50,1,0,0,1,1,4500,50,50,más de 350 smmlv,usa,no usa,NA,NA,NA,4500000
2019,2,apartamentos,1,3,Nueva,sin licencia,35,NA,NA,NA,sistema aporticado,0,5,0,225,3,0,0,1,3,3000,260,75,151 - 350 smmlv,usa,no usa,NA,NA,3,3000000
2019,2,locales,1,6,Nueva,con licencia,8872,NA,NA,NA,sistema aporticado,22,105,0,11000,40,9,5,1,3,11500,19872,275,más de 350 smmlv,usa,usa,NA,NA,NA,11500000
2019,2,oficinas,1,6,Nueva,con licencia,1731,15,78,28000,sistema aporticado,22,105,0,4170,78,0,8,1,3,7400,5901,38,más de 350 smmlv,usa,usa,NA,NA,NA,7400000
2019,2,apartamentos,1,2,Nueva,sin licencia,0,NA,NA,NA,sistema aporticado,0,2,0,140,2,0,0,1,2,2200,140,70,151 - 350 smmlv,usa,no usa,NA,NA,2,2200000
2019,2,apartamentos,1,5,Nueva,con licencia,465,15,16,25000,sistema aporticado,0,14,0,1404,12,0,0,1,6,4100,1869,93,más de 350 smmlv,usa,usa,NA,NA,12,4100000
2019,2,otros,1,5,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,6,134,0,2000,1,0,0,1,7,1250,2000,2000,más de 350 smmlv,usa,no usa,NA,NA,NA,1250000
2019,2,apartamentos,1,5,Nueva,con licencia,3446,13,30,21000,sistema aporticado,6,134,0,9554,111,23,27,1,16,4920.2702703,13000,82,más de 350 smmlv,usa,no usa,NA,NA,111,4920270.270300001
2019,2,otros,1,5,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,15,50,0,26572,1,0,0,1,14,2500,26572,26572,más de 350 smmlv,usa,usa,NA,NA,NA,2500000
2019,2,apartamentos,1,4,Nueva,con licencia,119,13,5,20000,sistema aporticado,0,11,0,721,5,2,3,1,6,3300,840,131,más de 350 smmlv,usa,no usa,NA,NA,5,3300000
2019,2,apartamentos,1,3,Nueva,sin licencia,82,13,6,18000,sistema aporticado,0,15,0,618,6,0,6,1,6,3420,700,90,más de 350 smmlv,usa,no usa,NA,NA,6,3420000
2019,2,casas,1,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,30,110,0,1110,5,1,0,5,2,6200,1110,222,más de 350 smmlv,usa,usa,NA,NA,5,6200000
2019,2,apartamentos,1,3,Nueva,sin licencia,52,NA,NA,NA,sistema aporticado,0,12,0,350,5,0,0,1,4,4000,402,70,151 - 350 smmlv,usa,usa,NA,NA,5,4000000
2019,2,locales,1,3,Nueva,sin licencia,0,NA,NA,NA,sistema aporticado,0,12,0,45,1,0,0,1,1,4300,45,45,más de 350 smmlv,usa,usa,NA,NA,NA,4300000
2019,2,locales,1,4,Nueva,con licencia,0,NA,NA,NA,estructura metalica,0,12,0,270,1,0,0,1,2,4500,270,270,más de 350 smmlv,usa,no usa,NA,NA,NA,4500000
2019,2,locales,1,5,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,21,82,0,16552,1,0,0,1,9,2800,16552,16552,más de 350 smmlv,usa,usa,NA,NA,NA,2800000
2019,2,casas,1,3,Nueva,con licencia,0,NA,NA,NA,estructura metalica,0,3,0,160,1,0,0,1,2,3750,160,160,más de 350 smmlv,usa,no usa,NA,NA,1,3750000
2019,2,apartamentos,1,5,Nueva,con licencia,108,13,7,18000,sistema aporticado,12,0,0,532,7,0,7,1,7,3500,640,63,151 - 350 smmlv,usa,usa,NA,NA,7,3500000
2019,2,apartamentos,1,5,Nueva,con licencia,3945.3,15,152,20000,sistema aporticado,7,32,0,8393.7,72,50,22,1,15,5626.25,12339,84,más de 350 smmlv,usa,no usa,NA,NA,72,5626250
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,8,0,0,297,1,0,0,1,1,4900,297,297,más de 350 smmlv,usa,no usa,NA,NA,1,4900000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,1,15,0,335,1,0,0,1,2,5300,335,335,más de 350 smmlv,usa,no usa,NA,NA,1,5300000
2019,2,casas,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria estructural,9,4,0,868,1,0,0,1,3,5300,868,868,más de 350 smmlv,usa,usa,NA,NA,1,5300000
2019,2,casas,1,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,8,0,300,1,0,0,1,2,5000,300,300,más de 350 smmlv,usa,no usa,NA,NA,1,5000000
2019,2,casas,1,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria estructural,1,11,0,330,1,0,0,1,2,5000,330,330,más de 350 smmlv,usa,no usa,NA,NA,1,5000000
2019,2,casas,1,6,Nueva,sin licencia,0,NA,NA,NA,sistema aporticado,1,5,0,548,1,0,0,1,2,5300,548,548,más de 350 smmlv,usa,no usa,NA,NA,1,5300000
